Temperature,Humidity,Heart_rate,Swim_angle,Label
34,473,70,209,Abnormal Humidity
35,361,75,200,Abnormal Heart-Rate
36,359,65,227,Abnormal Temperature
28,312,72,330,Abnormal Swim-Angle
32,316,83,266,Abnormal Heart-Rate
29,355,69,231,Normal
30,337,74,253,Abnormal Heart-Rate
29,302,71,265,Normal
29,307,69,318,Abnormal Swim-Angle
32,442,66,222,Abnormal Humidity
28,376,70,362,Abnormal Swim-Angle
39,324,71,283,Abnormal Temperature
31,307,67,285,Normal
29,333,82,230,Abnormal Heart-Rate
30,372,74,243,Abnormal Heart-Rate
33,319,76,262,Abnormal Heart-Rate
31,436,66,290,Abnormal Humidity
29,419,68,209,Abnormal Humidity
32,396,71,213,Normal
34,404,65,256,Abnormal Humidity
35,447,69,266,Abnormal Humidity
32,308,71,376,Abnormal Swim-Angle
38,364,68,297,Abnormal Temperature
28,302,67,295,Normal
30,447,71,214,Abnormal Humidity
39,364,69,250,Abnormal Temperature
36,362,71,291,Abnormal Temperature
33,300,77,225,Abnormal Heart-Rate
37,380,66,274,Abnormal Temperature
35,346,72,206,Normal
32,377,79,220,Abnormal Heart-Rate
33,329,76,282,Abnormal Heart-Rate
42,355,70,239,Abnormal Temperature
38,393,70,287,Abnormal Temperature
29,389,71,302,Abnormal Swim-Angle
29,371,69,243,Normal
42,364,72,258,Abnormal Temperature
35,304,67,210,Normal
29,327,85,210,Abnormal Heart-Rate
40,341,70,209,Abnormal Temperature
28,321,76,205,Abnormal Heart-Rate
35,393,72,389,Abnormal Swim-Angle
35,313,71,372,Abnormal Swim-Angle
37,347,70,259,Abnormal Temperature
31,359,71,337,Abnormal Swim-Angle
30,425,71,275,Abnormal Humidity
34,310,85,291,Abnormal Heart-Rate
31,328,69,264,Normal
40,338,67,269,Abnormal Temperature
31,471,71,253,Abnormal Humidity
32,408,65,278,Abnormal Humidity
32,347,71,360,Abnormal Swim-Angle
30,359,71,348,Abnormal Swim-Angle
40,368,68,233,Abnormal Temperature
40,334,67,207,Abnormal Temperature
33,349,65,291,Normal
32,377,71,225,Normal
39,309,66,212,Abnormal Temperature
32,305,78,249,Abnormal Heart-Rate
28,338,82,277,Abnormal Heart-Rate
35,318,80,267,Abnormal Heart-Rate
35,337,68,265,Normal
34,497,72,271,Abnormal Humidity
30,403,70,232,Abnormal Humidity
31,319,83,264,Abnormal Heart-Rate
34,383,85,247,Abnormal Heart-Rate
35,302,70,230,Abnormal Temperature
30,400,70,239,Normal
36,343,71,223,Abnormal Temperature
32,418,65,300,Abnormal Humidity
35,366,72,219,Normal
35,332,82,278,Abnormal Heart-Rate
35,411,65,243,Abnormal Humidity
33,404,71,271,Abnormal Humidity
34,369,84,205,Abnormal Heart-Rate
35,397,72,388,Abnormal Swim-Angle
28,399,75,249,Abnormal Heart-Rate
32,394,72,362,Abnormal Swim-Angle
35,330,77,246,Abnormal Heart-Rate
32,321,69,358,Abnormal Swim-Angle
33,336,72,332,Abnormal Swim-Angle
34,311,72,379,Abnormal Swim-Angle
30,302,72,281,Normal
36,356,71,256,Abnormal Temperature
35,415,70,276,Abnormal Humidity
34,493,65,220,Abnormal Humidity
40,343,71,285,Abnormal Temperature
34,318,68,393,Abnormal Swim-Angle
32,316,75,211,Abnormal Heart-Rate
28,450,70,215,Abnormal Humidity
28,489,72,295,Abnormal Humidity
34,365,69,282,Normal
32,440,71,214,Abnormal Humidity
32,473,65,279,Abnormal Humidity
33,370,72,230,Normal
30,306,72,207,Normal
35,396,71,200,Abnormal Temperature
35,357,69,268,Normal
36,306,68,272,Abnormal Temperature
28,391,69,389,Abnormal Swim-Angle
35,321,80,279,Abnormal Heart-Rate
38,303,70,293,Abnormal Temperature
40,381,68,288,Abnormal Temperature
30,343,76,279,Abnormal Heart-Rate
35,440,69,207,Abnormal Humidity
32,349,68,240,Normal
32,384,75,259,Abnormal Heart-Rate
34,305,66,232,Normal
29,399,71,384,Abnormal Swim-Angle
31,404,68,249,Abnormal Humidity
37,380,72,255,Abnormal Temperature
31,377,72,204,Normal
31,377,65,204,Normal
34,316,71,229,Normal
37,378,72,206,Abnormal Temperature
35,382,67,217,Normal
32,344,75,213,Abnormal Heart-Rate
31,376,68,220,Normal
28,330,85,228,Abnormal Heart-Rate
32,468,72,272,Abnormal Humidity
29,438,68,275,Abnormal Humidity
31,304,70,376,Abnormal Swim-Angle
28,334,83,231,Abnormal Heart-Rate
41,337,71,210,Abnormal Temperature
28,441,68,281,Abnormal Humidity
29,385,81,227,Abnormal Heart-Rate
42,327,68,278,Abnormal Temperature
29,321,85,246,Abnormal Heart-Rate
32,302,70,303,Abnormal Swim-Angle
34,362,75,284,Abnormal Heart-Rate
34,400,65,295,Abnormal Humidity
37,348,72,236,Abnormal Temperature
28,397,82,226,Abnormal Heart-Rate
30,341,71,380,Abnormal Swim-Angle
35,364,66,286,Abnormal Temperature
32,490,69,253,Abnormal Humidity
29,351,80,225,Abnormal Heart-Rate
34,322,79,290,Abnormal Heart-Rate
31,381,84,269,Abnormal Heart-Rate
37,373,69,232,Abnormal Temperature
30,383,66,223,Normal
29,440,68,283,Abnormal Humidity
42,363,66,212,Abnormal Temperature
29,481,71,281,Abnormal Humidity
36,337,67,275,Abnormal Temperature
29,349,84,264,Abnormal Heart-Rate
31,333,72,396,Abnormal Swim-Angle
38,344,72,298,Abnormal Temperature
31,300,71,335,Abnormal Swim-Angle
41,360,65,236,Abnormal Temperature
31,452,66,248,Abnormal Humidity
32,348,75,254,Abnormal Heart-Rate
40,400,72,235,Abnormal Temperature
34,364,71,343,Abnormal Swim-Angle
34,435,69,251,Abnormal Humidity
33,389,77,270,Abnormal Heart-Rate
29,349,70,375,Abnormal Swim-Angle
33,399,73,248,Abnormal Heart-Rate
34,315,72,368,Abnormal Swim-Angle
33,378,75,287,Abnormal Heart-Rate
30,304,74,222,Abnormal Heart-Rate
32,352,67,216,Normal
29,495,71,262,Abnormal Humidity
28,362,72,375,Abnormal Swim-Angle
34,433,66,210,Abnormal Humidity
33,454,70,232,Abnormal Humidity
36,383,65,247,Abnormal Temperature
40,359,71,292,Abnormal Temperature
28,317,81,216,Abnormal Heart-Rate
38,346,72,277,Abnormal Temperature
30,355,82,300,Abnormal Heart-Rate
32,492,71,289,Abnormal Humidity
32,331,68,384,Abnormal Swim-Angle
29,323,83,229,Abnormal Heart-Rate
32,492,67,284,Abnormal Humidity
38,344,67,287,Abnormal Temperature
28,490,69,286,Abnormal Humidity
29,325,68,290,Normal
36,376,69,236,Abnormal Temperature
36,380,69,300,Abnormal Temperature
31,321,71,200,Normal
31,374,70,223,Normal
35,354,78,280,Abnormal Heart-Rate
35,355,84,247,Abnormal Heart-Rate
29,308,80,213,Abnormal Heart-Rate
33,305,72,351,Abnormal Swim-Angle
31,339,69,394,Abnormal Swim-Angle
41,321,72,294,Abnormal Temperature
32,359,84,229,Abnormal Heart-Rate
30,349,80,256,Abnormal Heart-Rate
30,358,71,257,Normal
33,351,66,287,Normal
42,384,67,237,Abnormal Temperature
28,473,66,235,Abnormal Humidity
29,318,68,318,Abnormal Swim-Angle
32,391,77,259,Abnormal Heart-Rate
32,398,72,307,Abnormal Swim-Angle
33,425,66,229,Abnormal Humidity
30,375,72,229,Normal
32,387,72,202,Normal
28,376,68,311,Abnormal Swim-Angle
34,496,67,241,Abnormal Humidity
28,453,71,205,Abnormal Humidity
29,418,65,228,Abnormal Humidity
34,314,82,247,Abnormal Heart-Rate
32,397,67,280,Normal
30,431,72,256,Abnormal Humidity
38,377,67,259,Abnormal Temperature
33,386,68,293,Normal
33,433,72,293,Abnormal Humidity
30,412,71,250,Abnormal Humidity
32,343,71,243,Normal
40,341,70,227,Abnormal Temperature
30,428,68,225,Abnormal Humidity
32,314,66,257,Normal
32,330,84,239,Abnormal Heart-Rate
35,322,72,265,Abnormal Temperature
32,385,82,258,Abnormal Heart-Rate
30,405,68,286,Abnormal Humidity
35,350,81,292,Abnormal Heart-Rate
29,396,72,378,Abnormal Swim-Angle
35,369,72,349,Abnormal Swim-Angle
32,384,75,271,Abnormal Heart-Rate
28,399,75,294,Abnormal Heart-Rate
32,411,65,267,Abnormal Humidity
33,396,66,286,Normal
34,355,83,227,Abnormal Heart-Rate
35,316,68,337,Abnormal Swim-Angle
30,351,67,201,Normal
30,378,66,244,Normal
29,343,76,232,Abnormal Heart-Rate
42,362,69,227,Abnormal Temperature
33,389,72,318,Abnormal Swim-Angle
30,303,70,239,Normal
42,343,69,239,Abnormal Temperature
39,397,65,257,Abnormal Temperature
32,370,68,355,Abnormal Swim-Angle
31,355,85,264,Abnormal Heart-Rate
28,463,70,290,Abnormal Humidity
29,356,79,260,Abnormal Heart-Rate
32,369,69,275,Normal
30,351,72,282,Normal
42,315,72,276,Abnormal Temperature
32,334,71,246,Normal
28,327,72,347,Abnormal Swim-Angle
33,314,67,243,Normal
28,317,77,249,Abnormal Heart-Rate
35,398,67,240,Normal
35,467,70,225,Abnormal Humidity
42,335,70,250,Abnormal Temperature
33,493,72,296,Abnormal Humidity
35,336,73,300,Abnormal Heart-Rate
35,364,75,209,Abnormal Heart-Rate
30,464,66,255,Abnormal Humidity
30,453,72,208,Abnormal Humidity
34,378,68,360,Abnormal Swim-Angle
35,332,85,220,Abnormal Heart-Rate
29,353,71,315,Abnormal Swim-Angle
33,444,66,238,Abnormal Humidity
30,302,83,212,Abnormal Heart-Rate
28,300,68,321,Abnormal Swim-Angle
29,335,77,240,Abnormal Heart-Rate
33,383,68,380,Abnormal Swim-Angle
38,384,67,298,Abnormal Temperature
35,305,82,260,Abnormal Heart-Rate
29,346,72,313,Abnormal Swim-Angle
35,319,72,379,Abnormal Swim-Angle
38,340,69,247,Abnormal Temperature
30,400,67,251,Abnormal Humidity
32,347,70,349,Abnormal Swim-Angle
37,363,72,221,Abnormal Temperature
31,324,69,344,Abnormal Swim-Angle
34,336,71,323,Abnormal Swim-Angle
30,309,69,375,Abnormal Swim-Angle
30,311,72,340,Abnormal Swim-Angle
30,388,71,323,Abnormal Swim-Angle
28,365,69,223,Normal
29,413,70,252,Abnormal Humidity
34,347,70,248,Normal
35,359,66,248,Abnormal Temperature
35,346,68,328,Abnormal Swim-Angle
30,477,67,260,Abnormal Humidity
38,327,70,240,Abnormal Temperature
31,334,79,227,Abnormal Heart-Rate
35,449,72,256,Abnormal Humidity
33,420,66,227,Abnormal Humidity
40,388,67,201,Abnormal Temperature
29,373,81,244,Abnormal Heart-Rate
38,323,71,201,Abnormal Temperature
39,361,69,266,Abnormal Temperature
29,345,71,288,Normal
42,357,66,284,Abnormal Temperature
34,356,68,363,Abnormal Swim-Angle
28,326,70,341,Abnormal Swim-Angle
29,308,80,220,Abnormal Heart-Rate
35,325,68,331,Abnormal Swim-Angle
37,334,71,241,Abnormal Temperature
35,322,71,268,Abnormal Temperature
31,378,76,208,Abnormal Heart-Rate
32,360,66,249,Normal
34,360,72,332,Abnormal Swim-Angle
28,373,72,271,Normal
35,364,71,360,Abnormal Swim-Angle
34,355,70,217,Normal
40,348,66,272,Abnormal Temperature
35,360,80,220,Abnormal Heart-Rate
33,480,71,296,Abnormal Humidity
30,446,66,210,Abnormal Humidity
29,480,71,299,Abnormal Humidity
34,388,69,338,Abnormal Swim-Angle
32,304,68,287,Normal
34,355,67,207,Normal
41,302,72,220,Abnormal Temperature
33,473,72,203,Abnormal Humidity
37,324,66,246,Abnormal Temperature
29,364,72,328,Abnormal Swim-Angle
32,486,71,256,Abnormal Humidity
31,308,85,235,Abnormal Heart-Rate
41,381,67,247,Abnormal Temperature
29,448,67,259,Abnormal Humidity
32,360,71,365,Abnormal Swim-Angle
34,347,84,205,Abnormal Heart-Rate
31,351,67,236,Normal
39,300,72,213,Abnormal Temperature
35,365,72,255,Abnormal Temperature
42,310,67,210,Abnormal Temperature
31,311,72,385,Abnormal Swim-Angle
29,406,72,252,Abnormal Humidity
29,311,79,300,Abnormal Heart-Rate
31,380,69,282,Normal
30,383,71,241,Normal
29,304,70,210,Normal
35,367,68,204,Normal
31,393,72,367,Abnormal Swim-Angle
34,356,71,361,Abnormal Swim-Angle
32,376,65,204,Normal
32,318,70,279,Normal
32,382,72,308,Abnormal Swim-Angle
34,372,71,274,Normal
29,386,67,260,Normal
32,472,66,208,Abnormal Humidity
35,353,69,357,Abnormal Swim-Angle
29,492,69,205,Abnormal Humidity
37,356,66,237,Abnormal Temperature
32,494,68,204,Abnormal Humidity
28,318,68,373,Abnormal Swim-Angle
34,387,70,397,Abnormal Swim-Angle
29,353,67,226,Normal
31,304,75,269,Abnormal Heart-Rate
33,362,68,306,Abnormal Swim-Angle
33,373,69,374,Abnormal Swim-Angle
28,361,82,234,Abnormal Heart-Rate
38,334,65,293,Abnormal Temperature
38,303,69,254,Abnormal Temperature
29,393,68,326,Abnormal Swim-Angle
31,314,71,270,Normal
32,376,68,322,Abnormal Swim-Angle
34,423,70,285,Abnormal Humidity
39,315,66,288,Abnormal Temperature
33,329,70,390,Abnormal Swim-Angle
28,493,66,212,Abnormal Humidity
42,374,67,261,Abnormal Temperature
29,379,72,293,Normal
32,470,69,217,Abnormal Humidity
41,337,72,226,Abnormal Temperature
35,358,69,258,Abnormal Temperature
33,374,70,210,Normal
29,309,70,223,Normal
36,379,72,246,Abnormal Temperature
32,387,68,375,Abnormal Swim-Angle
34,407,72,227,Abnormal Humidity
32,377,78,278,Abnormal Heart-Rate
31,334,73,250,Abnormal Heart-Rate
33,382,68,354,Abnormal Swim-Angle
35,359,70,306,Abnormal Swim-Angle
32,483,68,275,Abnormal Humidity
28,389,71,216,Normal
29,310,67,213,Normal
30,333,70,206,Normal
28,387,76,252,Abnormal Heart-Rate
32,392,72,389,Abnormal Swim-Angle
36,337,67,279,Abnormal Temperature
30,341,81,213,Abnormal Heart-Rate
34,386,75,233,Abnormal Heart-Rate
30,488,70,216,Abnormal Humidity
34,475,65,212,Abnormal Humidity
37,356,67,288,Abnormal Temperature
37,310,65,270,Abnormal Temperature
39,346,71,238,Abnormal Temperature
35,322,84,230,Abnormal Heart-Rate
31,302,70,221,Normal
28,370,71,235,Normal
31,452,69,241,Abnormal Humidity
41,398,67,251,Abnormal Temperature
31,418,66,254,Abnormal Humidity
37,393,65,231,Abnormal Temperature
40,392,71,300,Abnormal Temperature
32,458,66,251,Abnormal Humidity
28,444,70,212,Abnormal Humidity
28,415,72,297,Abnormal Humidity
35,308,68,251,Abnormal Temperature
33,317,83,209,Abnormal Heart-Rate
35,414,72,270,Abnormal Humidity
33,461,70,268,Abnormal Humidity
28,366,68,344,Abnormal Swim-Angle
35,361,73,271,Abnormal Heart-Rate
31,345,73,214,Abnormal Heart-Rate
35,310,70,379,Abnormal Swim-Angle
34,376,70,337,Abnormal Swim-Angle
34,370,66,201,Normal
35,386,68,293,Normal
33,489,66,220,Abnormal Humidity
29,304,69,317,Abnormal Swim-Angle
33,497,66,237,Abnormal Humidity
33,437,70,291,Abnormal Humidity
28,313,65,232,Normal
35,371,71,309,Abnormal Swim-Angle
33,377,71,282,Normal
35,323,69,257,Normal
31,301,68,373,Abnormal Swim-Angle
30,315,68,369,Abnormal Swim-Angle
29,460,67,247,Abnormal Humidity
29,373,70,221,Normal
33,344,82,214,Abnormal Heart-Rate
36,364,71,274,Abnormal Temperature
39,349,72,261,Abnormal Temperature
28,352,73,227,Abnormal Heart-Rate
34,326,73,257,Abnormal Heart-Rate
31,327,68,273,Normal
28,325,72,339,Abnormal Swim-Angle
37,316,69,200,Abnormal Temperature
31,396,71,327,Abnormal Swim-Angle
28,366,76,256,Abnormal Heart-Rate
28,307,67,283,Normal
31,443,70,216,Abnormal Humidity
30,353,72,208,Normal
30,332,69,279,Normal
39,398,66,256,Abnormal Temperature
36,366,66,218,Abnormal Temperature
42,365,67,217,Abnormal Temperature
42,392,65,232,Abnormal Temperature
28,406,68,236,Abnormal Humidity
38,357,71,263,Abnormal Temperature
40,337,70,234,Abnormal Temperature
34,310,83,283,Abnormal Heart-Rate
28,386,72,298,Normal
29,359,71,260,Normal
31,311,71,317,Abnormal Swim-Angle
34,390,65,294,Normal
28,332,70,290,Normal
33,449,65,259,Abnormal Humidity
30,367,84,300,Abnormal Heart-Rate
42,359,71,231,Abnormal Temperature
31,314,68,326,Abnormal Swim-Angle
32,324,75,300,Abnormal Heart-Rate
34,302,82,221,Abnormal Heart-Rate
35,319,67,242,Normal
35,385,75,260,Abnormal Heart-Rate
35,426,66,292,Abnormal Humidity
29,386,68,302,Abnormal Swim-Angle
32,333,72,391,Abnormal Swim-Angle
31,436,71,251,Abnormal Humidity
40,316,69,275,Abnormal Temperature
29,378,66,291,Normal
33,387,68,376,Abnormal Swim-Angle
35,475,66,239,Abnormal Humidity
34,381,70,299,Normal
41,346,65,204,Abnormal Temperature
32,347,66,203,Normal
30,460,69,262,Abnormal Humidity
30,339,68,306,Abnormal Swim-Angle
28,314,66,205,Normal
34,434,66,281,Abnormal Humidity
33,437,67,248,Abnormal Humidity
35,396,77,225,Abnormal Heart-Rate
29,435,67,209,Abnormal Humidity
39,360,68,228,Abnormal Temperature
30,356,65,241,Normal
28,301,75,237,Abnormal Heart-Rate
28,379,67,211,Normal
28,454,67,294,Abnormal Humidity
31,395,68,275,Normal
31,347,75,235,Abnormal Heart-Rate
32,374,73,237,Abnormal Heart-Rate
30,360,80,238,Abnormal Heart-Rate
31,329,69,328,Abnormal Swim-Angle
35,437,72,219,Abnormal Humidity
31,369,69,255,Normal
30,330,71,399,Abnormal Swim-Angle
32,444,65,276,Abnormal Humidity
41,363,71,265,Abnormal Temperature
33,376,68,356,Abnormal Swim-Angle
30,447,68,282,Abnormal Humidity
39,378,71,295,Abnormal Temperature
41,399,66,200,Abnormal Temperature
31,340,78,262,Abnormal Heart-Rate
35,369,71,269,Normal
33,355,70,249,Normal
31,480,65,212,Abnormal Humidity
30,389,83,207,Abnormal Heart-Rate
30,382,71,395,Abnormal Swim-Angle
35,336,71,370,Abnormal Swim-Angle
30,408,65,203,Abnormal Humidity
36,377,68,214,Abnormal Temperature
34,391,69,311,Abnormal Swim-Angle
34,441,65,288,Abnormal Humidity
30,343,69,268,Normal
31,442,65,237,Abnormal Humidity
32,344,78,261,Abnormal Heart-Rate
28,443,72,241,Abnormal Humidity
29,397,71,226,Normal
29,406,65,206,Abnormal Humidity
29,353,68,261,Normal
28,386,72,391,Abnormal Swim-Angle
28,380,67,258,Normal
28,489,66,240,Abnormal Humidity
32,400,68,325,Abnormal Swim-Angle
28,479,66,256,Abnormal Humidity
39,332,68,243,Abnormal Temperature
39,350,71,267,Abnormal Temperature
30,367,83,222,Abnormal Heart-Rate
29,372,70,388,Abnormal Swim-Angle
40,381,65,270,Abnormal Temperature
34,341,74,297,Abnormal Heart-Rate
34,363,78,224,Abnormal Heart-Rate
39,369,66,254,Abnormal Temperature
35,348,67,262,Normal
31,304,69,305,Abnormal Swim-Angle
30,353,77,263,Abnormal Heart-Rate
35,352,69,293,Abnormal Temperature
34,415,65,256,Abnormal Humidity
42,387,70,294,Abnormal Temperature
36,393,66,217,Abnormal Temperature
29,483,71,262,Abnormal Humidity
35,370,83,210,Abnormal Heart-Rate
33,308,65,264,Normal
28,383,69,294,Normal
41,318,72,214,Abnormal Temperature
30,315,72,274,Normal
31,330,69,208,Normal
31,306,70,364,Abnormal Swim-Angle
39,329,66,245,Abnormal Temperature
30,446,65,242,Abnormal Humidity
35,403,68,276,Abnormal Humidity
42,385,66,271,Abnormal Temperature
34,395,72,314,Abnormal Swim-Angle
28,367,79,286,Abnormal Heart-Rate
29,345,65,266,Normal
34,318,79,300,Abnormal Heart-Rate
28,313,68,343,Abnormal Swim-Angle
41,375,65,223,Abnormal Temperature
33,322,71,375,Abnormal Swim-Angle
31,374,69,301,Abnormal Swim-Angle
32,478,69,259,Abnormal Humidity
31,358,72,334,Abnormal Swim-Angle
33,360,72,202,Normal
35,388,68,248,Normal
31,328,69,250,Normal
28,451,66,231,Abnormal Humidity
31,377,78,263,Abnormal Heart-Rate
28,366,68,276,Normal
35,369,69,217,Normal
30,403,66,254,Abnormal Humidity
42,385,70,290,Abnormal Temperature
30,437,68,238,Abnormal Humidity
28,334,70,247,Normal
34,349,71,347,Abnormal Swim-Angle
31,350,73,242,Abnormal Heart-Rate
30,308,70,231,Normal
32,466,70,246,Abnormal Humidity
37,317,72,293,Abnormal Temperature
28,361,81,250,Abnormal Heart-Rate
29,329,70,299,Normal
35,391,66,207,Abnormal Temperature
33,405,67,264,Abnormal Humidity
30,369,69,367,Abnormal Swim-Angle
40,361,66,213,Abnormal Temperature
37,344,67,223,Abnormal Temperature
34,384,72,345,Abnormal Swim-Angle
37,356,67,230,Abnormal Temperature
28,366,72,321,Abnormal Swim-Angle
38,354,66,274,Abnormal Temperature
39,375,67,271,Abnormal Temperature
34,406,65,234,Abnormal Humidity
29,500,70,224,Abnormal Humidity
34,337,83,221,Abnormal Heart-Rate
32,326,69,355,Abnormal Swim-Angle
30,370,71,323,Abnormal Swim-Angle
35,473,69,241,Abnormal Humidity
31,303,75,271,Abnormal Heart-Rate
42,381,65,201,Abnormal Temperature
31,312,65,241,Normal
39,352,65,277,Abnormal Temperature
41,338,65,233,Abnormal Temperature
30,312,71,219,Normal
33,436,65,201,Abnormal Humidity
31,353,84,255,Abnormal Heart-Rate
35,333,83,227,Abnormal Heart-Rate
31,399,70,360,Abnormal Swim-Angle
37,304,67,278,Abnormal Temperature
35,368,70,348,Abnormal Swim-Angle
32,362,68,244,Normal
29,381,85,218,Abnormal Heart-Rate
39,399,70,205,Abnormal Temperature
34,430,68,274,Abnormal Humidity
35,332,68,300,Abnormal Temperature
32,391,68,270,Normal
33,424,65,300,Abnormal Humidity
35,449,68,221,Abnormal Humidity
35,398,69,396,Abnormal Swim-Angle
33,326,76,257,Abnormal Heart-Rate
40,340,67,229,Abnormal Temperature
30,365,74,271,Abnormal Heart-Rate
32,385,66,275,Normal
35,372,73,285,Abnormal Heart-Rate
33,349,68,337,Abnormal Swim-Angle
28,332,70,359,Abnormal Swim-Angle
34,414,67,272,Abnormal Humidity
35,382,83,268,Abnormal Heart-Rate
31,376,71,207,Normal
29,348,65,229,Normal
33,314,67,245,Normal
30,493,71,277,Abnormal Humidity
36,375,66,235,Abnormal Temperature
30,468,72,208,Abnormal Humidity
30,330,71,360,Abnormal Swim-Angle
32,306,69,349,Abnormal Swim-Angle
40,347,68,239,Abnormal Temperature
31,308,74,237,Abnormal Heart-Rate
34,386,69,391,Abnormal Swim-Angle
33,378,77,270,Abnormal Heart-Rate
28,313,69,320,Abnormal Swim-Angle
35,364,68,258,Abnormal Temperature
33,348,68,323,Abnormal Swim-Angle
34,465,66,268,Abnormal Humidity
29,374,68,316,Abnormal Swim-Angle
37,347,70,218,Abnormal Temperature
31,486,69,296,Abnormal Humidity
29,304,76,210,Abnormal Heart-Rate
39,349,65,275,Abnormal Temperature
28,384,70,231,Normal
32,303,85,241,Abnormal Heart-Rate
38,344,72,205,Abnormal Temperature
32,365,84,252,Abnormal Heart-Rate
35,350,73,204,Abnormal Heart-Rate
38,326,69,266,Abnormal Temperature
29,325,79,261,Abnormal Heart-Rate
35,378,66,259,Abnormal Temperature
31,329,72,326,Abnormal Swim-Angle
31,443,69,208,Abnormal Humidity
35,363,74,295,Abnormal Heart-Rate
35,400,70,275,Abnormal Humidity
35,343,71,291,Abnormal Temperature
33,335,66,245,Normal
30,495,68,219,Abnormal Humidity
30,475,67,263,Abnormal Humidity
30,487,72,227,Abnormal Humidity
33,302,68,311,Abnormal Swim-Angle
33,363,66,286,Normal
34,394,69,207,Normal
42,396,68,278,Abnormal Temperature
31,479,67,233,Abnormal Humidity
30,308,72,305,Abnormal Swim-Angle
30,440,66,207,Abnormal Humidity
31,344,65,200,Normal
35,313,85,266,Abnormal Heart-Rate
33,333,70,215,Normal
30,322,70,214,Normal
29,350,72,262,Normal
40,321,70,284,Abnormal Temperature
29,319,83,200,Abnormal Heart-Rate
30,340,69,242,Normal
35,364,71,255,Normal
32,448,68,253,Abnormal Humidity
30,392,71,342,Abnormal Swim-Angle
37,356,68,228,Abnormal Temperature
38,320,69,283,Abnormal Temperature
33,472,71,267,Abnormal Humidity
35,372,66,300,Normal
34,409,66,253,Abnormal Humidity
34,411,71,224,Abnormal Humidity
38,332,70,268,Abnormal Temperature
32,487,69,289,Abnormal Humidity
34,451,65,209,Abnormal Humidity
38,330,67,242,Abnormal Temperature
28,332,78,255,Abnormal Heart-Rate
28,353,81,202,Abnormal Heart-Rate
28,352,67,201,Normal
29,306,69,330,Abnormal Swim-Angle
29,302,72,365,Abnormal Swim-Angle
38,352,72,208,Abnormal Temperature
28,463,68,289,Abnormal Humidity
35,315,68,339,Abnormal Swim-Angle
35,451,65,230,Abnormal Humidity
31,309,81,288,Abnormal Heart-Rate
41,363,69,292,Abnormal Temperature
31,366,69,251,Normal
28,353,74,271,Abnormal Heart-Rate
33,333,72,393,Abnormal Swim-Angle
31,348,81,281,Abnormal Heart-Rate
35,320,78,288,Abnormal Heart-Rate
41,321,66,211,Abnormal Temperature
28,485,67,200,Abnormal Humidity
29,311,77,235,Abnormal Heart-Rate
32,362,68,309,Abnormal Swim-Angle
32,323,70,376,Abnormal Swim-Angle
37,300,65,291,Abnormal Temperature
31,306,71,304,Abnormal Swim-Angle
42,325,68,279,Abnormal Temperature
30,407,65,282,Abnormal Humidity
32,400,74,274,Abnormal Heart-Rate
41,351,70,293,Abnormal Temperature
32,329,80,226,Abnormal Heart-Rate
29,314,84,214,Abnormal Heart-Rate
29,342,81,216,Abnormal Heart-Rate
30,381,67,240,Normal
30,379,81,291,Abnormal Heart-Rate
35,399,74,226,Abnormal Heart-Rate
35,331,70,253,Abnormal Temperature
32,356,69,210,Normal
30,340,68,227,Normal
40,374,68,210,Abnormal Temperature
32,373,69,334,Abnormal Swim-Angle
34,412,67,270,Abnormal Humidity
41,336,66,264,Abnormal Temperature
36,346,69,207,Abnormal Temperature
32,410,70,266,Abnormal Humidity
28,301,68,273,Normal
33,349,83,295,Abnormal Heart-Rate
35,490,72,209,Abnormal Humidity
38,400,71,233,Abnormal Temperature
34,390,80,276,Abnormal Heart-Rate
31,420,68,236,Abnormal Humidity
30,337,66,205,Normal
33,339,67,291,Normal
33,384,71,388,Abnormal Swim-Angle
34,422,66,255,Abnormal Humidity
32,389,68,252,Normal
28,448,65,256,Abnormal Humidity
31,389,71,397,Abnormal Swim-Angle
28,359,72,281,Normal
31,410,68,255,Abnormal Humidity
29,313,82,275,Abnormal Heart-Rate
35,304,70,307,Abnormal Swim-Angle
34,447,69,219,Abnormal Humidity
28,309,66,280,Normal
33,325,81,299,Abnormal Heart-Rate
35,358,68,316,Abnormal Swim-Angle
42,354,66,270,Abnormal Temperature
31,345,72,236,Normal
41,397,66,255,Abnormal Temperature
34,397,75,292,Abnormal Heart-Rate
29,339,79,253,Abnormal Heart-Rate
31,447,71,202,Abnormal Humidity
38,302,67,297,Abnormal Temperature
32,308,68,392,Abnormal Swim-Angle
32,323,72,324,Abnormal Swim-Angle
34,398,66,226,Normal
35,373,84,239,Abnormal Heart-Rate
31,461,65,259,Abnormal Humidity
35,327,66,273,Abnormal Temperature
31,348,68,352,Abnormal Swim-Angle
33,367,71,327,Abnormal Swim-Angle
31,396,68,390,Abnormal Swim-Angle
36,383,68,297,Abnormal Temperature
29,461,65,263,Abnormal Humidity
32,320,70,363,Abnormal Swim-Angle
28,385,72,273,Normal
28,300,81,217,Abnormal Heart-Rate
42,328,66,218,Abnormal Temperature
32,305,72,352,Abnormal Swim-Angle
38,387,71,266,Abnormal Temperature
35,304,72,356,Abnormal Swim-Angle
28,311,72,308,Abnormal Swim-Angle
30,429,65,298,Abnormal Humidity
33,416,66,295,Abnormal Humidity
